peptide_id,sequence,ml_score,prediction
pep_04557,,0.349,Allergen
pep_04558,,0.485,Allergen
pep_04559,,0.461,Allergen
pep_04560,,0.329,Allergen
pep_04561,,0.3,Allergen
pep_04562,,0.373,Allergen
pep_04563,,0.352,Allergen
pep_04564,,0.461,Allergen
pep_04565,,0.356,Allergen
pep_04566,,0.344,Allergen
pep_04567,,0.372,Allergen
pep_04568,,0.354,Allergen
pep_04569,,0.332,Allergen
pep_04570,,0.37,Allergen
pep_04571,,0.307,Allergen
pep_04572,,0.434,Allergen
pep_04573,,0.307,Allergen
pep_04574,,0.33,Allergen
pep_04575,,0.29,Allergen
pep_04576,,0.334,Allergen
pep_04577,,0.291,Allergen
pep_04578,,0.358,Allergen
pep_04579,,0.379,Allergen
pep_04580,,0.331,Allergen
pep_04581,,0.485,Allergen
pep_04582,,0.394,Allergen
pep_04583,,0.373,Allergen
pep_04584,,0.336,Allergen
pep_04585,,0.356,Allergen
pep_04586,,0.368,Allergen
pep_04587,,0.325,Allergen
pep_04588,,0.303,Allergen
pep_04589,,0.32,Allergen
pep_04590,,0.311,Allergen
pep_04591,,0.335,Allergen
pep_04592,,0.343,Allergen
pep_04593,,0.438,Allergen
pep_04594,,0.338,Allergen
pep_04595,,0.312,Allergen
pep_04596,,0.309,Allergen
pep_04597,,0.36,Allergen
pep_04598,,0.331,Allergen
pep_04599,,0.339,Allergen
pep_04602,,0.292,Allergen
pep_04603,,0.372,Allergen
pep_04604,,0.367,Allergen
pep_04605,,0.334,Allergen
pep_04606,,0.327,Allergen
pep_04607,,0.22,Allergen
pep_04608,,0.331,Allergen
pep_04609,,0.395,Allergen
pep_04610,,0.331,Allergen
pep_04611,,0.385,Allergen
pep_04612,,0.355,Allergen
pep_04613,,0.333,Allergen
pep_04614,,0.362,Allergen
pep_04615,,0.302,Allergen
pep_04616,,0.305,Allergen
pep_04617,,0.425,Allergen
pep_04618,,0.382,Allergen
pep_04619,,0.36,Allergen
pep_04620,,0.362,Allergen
pep_04621,,0.322,Allergen
pep_04622,,0.356,Allergen
pep_04623,,0.329,Allergen
pep_04624,,0.329,Allergen
pep_04625,,0.354,Allergen
pep_04626,,0.27,Allergen
pep_04627,,0.265,Allergen
pep_04628,,0.357,Allergen
pep_04629,,0.34,Allergen
pep_04630,,0.3,Allergen
pep_04631,,0.381,Allergen
pep_04632,,0.326,Allergen
pep_04633,,0.278,Allergen
pep_04634,,0.346,Allergen
pep_04635,,0.291,Allergen
pep_04636,,0.317,Allergen
pep_04637,,0.425,Allergen
pep_04638,,0.401,Allergen
pep_04639,,0.336,Allergen
pep_04640,,0.339,Allergen
pep_04641,,0.356,Allergen
pep_04642,,0.369,Allergen
pep_04643,,0.313,Allergen
pep_04644,,0.314,Allergen
pep_04645,,0.342,Allergen
pep_04646,,0.37,Allergen
pep_04647,,0.498,Allergen
pep_04648,,0.348,Allergen
pep_04649,,0.33,Allergen
pep_04652,,0.304,Allergen
pep_04653,,0.307,Allergen
pep_04654,,0.454,Allergen
pep_04655,,0.477,Allergen
pep_04656,,0.292,Allergen
pep_04657,,0.281,Allergen
pep_04658,,0.427,Allergen
pep_04659,,0.308,Allergen
pep_04660,,0.356,Allergen
pep_04661,,0.346,Allergen
pep_04662,,0.378,Allergen
pep_04663,,0.323,Allergen
pep_04664,,0.311,Allergen
pep_04665,,0.381,Allergen
pep_04666,,0.346,Allergen
pep_04667,,0.336,Allergen
pep_04668,,0.299,Allergen
pep_04669,,0.309,Allergen
pep_04670,,0.334,Allergen
pep_04671,,0.313,Allergen
pep_04672,,0.345,Allergen
pep_04673,,0.232,Allergen
pep_04674,,0.338,Allergen
pep_04675,,0.236,Allergen
pep_04676,,0.306,Allergen
pep_04677,,0.397,Allergen
pep_04678,,0.326,Allergen
pep_04679,,0.329,Allergen
pep_04680,,0.263,Allergen
pep_04681,,0.269,Allergen
pep_04682,,0.285,Allergen
pep_04683,,0.306,Allergen
pep_04684,,0.237,Allergen
pep_04685,,0.31,Allergen
pep_04686,,0.307,Allergen
pep_04687,,0.386,Allergen
pep_04688,,0.256,Allergen
pep_04689,,0.325,Allergen
pep_04690,,0.348,Allergen
pep_04691,,0.382,Allergen
pep_04692,,0.275,Allergen
pep_04693,,0.3,Allergen
pep_04694,,0.288,Allergen
pep_04695,,0.205,Allergen
pep_04696,,0.343,Allergen
pep_04697,,0.291,Allergen
pep_04698,,0.297,Allergen
pep_04699,,0.342,Allergen
pep_04702,,0.343,Allergen
pep_04703,,0.296,Allergen
pep_04704,,0.352,Allergen
pep_04705,,0.388,Allergen
pep_04706,,0.416,Allergen
pep_04707,,0.352,Allergen
pep_04708,,0.384,Allergen
pep_04709,,0.319,Allergen
pep_04710,,0.387,Allergen
pep_04711,,0.365,Allergen
pep_04712,,0.504,Allergen
pep_04713,,0.333,Allergen
pep_04714,,0.472,Allergen
pep_04715,,0.356,Allergen
pep_04716,,0.375,Allergen
pep_04717,,0.272,Allergen
pep_04718,,0.296,Allergen
pep_04719,,0.349,Allergen
pep_04720,,0.366,Allergen
pep_04721,,0.343,Allergen
pep_04722,,0.346,Allergen
pep_04723,,0.374,Allergen
pep_04724,,0.355,Allergen
pep_04725,,0.372,Allergen
pep_04726,,0.584,Allergen
pep_04727,,0.386,Allergen
pep_04728,,0.368,Allergen
pep_04729,,0.337,Allergen
pep_04730,,0.384,Allergen
pep_04731,,0.376,Allergen
pep_04732,,0.367,Allergen
pep_04733,,0.292,Allergen
pep_04734,,0.307,Allergen
pep_04735,,0.372,Allergen
pep_04736,,0.366,Allergen
pep_04737,,0.383,Allergen
pep_04738,,0.279,Allergen
pep_04739,,0.308,Allergen
pep_04740,,0.337,Allergen
pep_04741,,0.579,Allergen
pep_04742,,0.375,Allergen
pep_04743,,0.393,Allergen
pep_04744,,0.359,Allergen
pep_04745,,0.418,Allergen
pep_04746,,0.335,Allergen
pep_04747,,0.37,Allergen
pep_04748,,0.342,Allergen
pep_04749,,0.297,Allergen
pep_04752,,0.373,Allergen
pep_04753,,0.273,Allergen
pep_04754,,0.295,Allergen
pep_04755,,0.335,Allergen
pep_04756,,0.39,Allergen
pep_04757,,0.321,Allergen
pep_04758,,0.51,Allergen
pep_04759,,0.561,Allergen
pep_04760,,0.456,Allergen
pep_04761,,0.368,Allergen
pep_04762,,0.486,Allergen
pep_04763,,0.414,Allergen
pep_04764,,0.406,Allergen
pep_04765,,0.332,Allergen
pep_04766,,0.401,Allergen
pep_04767,,0.481,Allergen
pep_04768,,0.344,Allergen
pep_04769,,0.315,Allergen
pep_04770,,0.376,Allergen
pep_04771,,0.361,Allergen
pep_04772,,0.496,Allergen
pep_04773,,0.365,Allergen
pep_04774,,0.297,Allergen
pep_04775,,0.5,Allergen
pep_04776,,0.5,Allergen
pep_04777,,0.313,Allergen
pep_04778,,0.367,Allergen
pep_04779,,0.334,Allergen
pep_04780,,0.287,Allergen
pep_04781,,0.343,Allergen
pep_04782,,0.336,Allergen
pep_04783,,0.407,Allergen
pep_04784,,0.295,Allergen
pep_04785,,0.371,Allergen
pep_04786,,0.337,Allergen
pep_04787,,0.379,Allergen
pep_04788,,0.381,Allergen
pep_04789,,0.376,Allergen
pep_04790,,0.445,Allergen
pep_04791,,0.463,Allergen
pep_04792,,0.42,Allergen
pep_04793,,0.366,Allergen
pep_04794,,0.314,Allergen
pep_04795,,0.304,Allergen
pep_04796,,0.354,Allergen
pep_04797,,0.415,Allergen
pep_04798,,0.315,Allergen
pep_04799,,0.295,Allergen
pep_04802,,0.303,Allergen
pep_04803,,0.274,Allergen
pep_04804,,0.269,Allergen
pep_04805,,0.304,Allergen
pep_04806,,0.262,Allergen
pep_04807,,0.305,Allergen
pep_04808,,0.303,Allergen
pep_04809,,0.318,Allergen
pep_04810,,0.31,Allergen
pep_04811,,0.306,Allergen
pep_04812,,0.259,Allergen
pep_04813,,0.325,Allergen
pep_04814,,0.263,Allergen
pep_04815,,0.285,Allergen
pep_04816,,0.396,Allergen
pep_04817,,0.378,Allergen
pep_04818,,0.378,Allergen
pep_04819,,0.298,Allergen
pep_04820,,0.315,Allergen
pep_04821,,0.395,Allergen
pep_04822,,0.37,Allergen
pep_04823,,0.378,Allergen
pep_04824,,0.345,Allergen
pep_04825,,0.303,Allergen
pep_04826,,0.301,Allergen
pep_04827,,0.309,Allergen
pep_04828,,0.31,Allergen
pep_04829,,0.321,Allergen
pep_04830,,0.317,Allergen
pep_04831,,0.3,Allergen
pep_04832,,0.353,Allergen
pep_04833,,0.386,Allergen
pep_04834,,0.347,Allergen
pep_04835,,0.295,Allergen
pep_04836,,0.345,Allergen
pep_04837,,0.342,Allergen
pep_04838,,0.32,Allergen
pep_04839,,0.327,Allergen
pep_04840,,0.38,Allergen
pep_04841,,0.316,Allergen
pep_04842,,0.336,Allergen
pep_04843,,0.294,Allergen
pep_04844,,0.284,Allergen
pep_04845,,0.32,Allergen
pep_04846,,0.35,Allergen
pep_04847,,0.378,Allergen
pep_04848,,0.465,Allergen
pep_04849,,0.316,Allergen
pep_04852,,0.535,Allergen
pep_04853,,0.403,Allergen
pep_04854,,0.487,Allergen
pep_04855,,0.41,Allergen
pep_04856,,0.285,Allergen
pep_04857,,0.284,Allergen
pep_04858,,0.295,Allergen
pep_04859,,0.316,Allergen
pep_04860,,0.34,Allergen
pep_04861,,0.388,Allergen
pep_04862,,0.462,Allergen
pep_04863,,0.264,Allergen
pep_04864,,0.343,Allergen
pep_04865,,0.469,Allergen
pep_04866,,0.327,Allergen
pep_04867,,0.431,Allergen
pep_04868,,0.313,Allergen
pep_04869,,0.315,Allergen
pep_04870,,0.426,Allergen
pep_04871,,0.429,Allergen
pep_04872,,0.332,Allergen
pep_04873,,0.292,Allergen
pep_04874,,0.352,Allergen
pep_04875,,0.435,Allergen
pep_04876,,0.313,Allergen
pep_04877,,0.323,Allergen
pep_04878,,0.297,Allergen
pep_04879,,0.418,Allergen
pep_04880,,0.431,Allergen
pep_04881,,0.419,Allergen
pep_04882,,0.366,Allergen
pep_04883,,0.355,Allergen
pep_04884,,0.299,Allergen
pep_04885,,0.268,Allergen
pep_04886,,0.344,Allergen
pep_04887,,0.315,Allergen
pep_04888,,0.344,Allergen
pep_04889,,0.51,Allergen
pep_04890,,0.51,Allergen
pep_04891,,0.373,Allergen
pep_04892,,0.371,Allergen
pep_04893,,0.393,Allergen
pep_04894,,0.336,Allergen
pep_04895,,0.346,Allergen
pep_04896,,0.377,Allergen
pep_04897,,0.519,Allergen
pep_04898,,0.323,Allergen
pep_04899,,0.381,Allergen
pep_04902,,0.316,Allergen
pep_04903,,0.364,Allergen
pep_04904,,0.436,Allergen
pep_04905,,0.495,Allergen
pep_04906,,0.349,Allergen
pep_04907,,0.281,Allergen
pep_04908,,0.407,Allergen
pep_04909,,0.396,Allergen
pep_04910,,0.381,Allergen
pep_04911,,0.37,Allergen
pep_04912,,0.44,Allergen
pep_04913,,0.359,Allergen
pep_04914,,0.316,Allergen
pep_04915,,0.421,Allergen
pep_04916,,0.485,Allergen
pep_04917,,0.315,Allergen
pep_04918,,0.262,Allergen
pep_04919,,0.335,Allergen
pep_04920,,0.485,Allergen
pep_04921,,0.388,Allergen
pep_04922,,0.423,Allergen
pep_04923,,0.36,Allergen
pep_04924,,0.551,Allergen
pep_04925,,0.543,Allergen
pep_04926,,0.317,Allergen
pep_04927,,0.349,Allergen
pep_04928,,0.477,Allergen
pep_04929,,0.256,Allergen
pep_04930,,0.423,Allergen
pep_04931,,0.349,Allergen
pep_04932,,0.281,Allergen
pep_04933,,0.351,Allergen
pep_04934,,0.294,Allergen
pep_04935,,0.46,Allergen
pep_04936,,0.373,Allergen
pep_04937,,0.39,Allergen
pep_04938,,0.468,Allergen
pep_04939,,0.428,Allergen
pep_04940,,0.339,Allergen
pep_04941,,0.294,Allergen
pep_04942,,0.338,Allergen
pep_04943,,0.336,Allergen
pep_04944,,0.376,Allergen
pep_04945,,0.305,Allergen
pep_04946,,0.263,Allergen
pep_04947,,0.386,Allergen
pep_04948,,0.357,Allergen
pep_04949,,0.328,Allergen
